symbol,date,close,entryprice,type,eo,state,decision_number
C2,2020-06-19,274.25,,exitStopS2,exitS2,,1.9
C2,2020-06-29,265.75,,Short2,enterS2,Short2,1.5
C2,2020-06-29,265.75,,Long3,enterL3,Long3,2.2
C2,2020-06-30,278.5,,exitStopS2,exitS2,,1.9
C2,2020-06-30,278.5,,exitL3,exitL3,,2.4
C2,2020-07-10,274.25,,Short3,enterS3,Short3,2.3
C2,2020-07-14,263.0,,exitS3,exitS3,,2.6
C2,2020-07-15,263.25,,Short2,enterS2,Short2,1.5
C2,2020-07-16,267.25,,exitStopS2,exitS2,,1.9
C2,2020-07-17,270.0,,Short2,enterS2,Short2,1.5
C2,2020-07-23,265.0,,exitStopS2,exitS2,,1.9
C2,2020-07-27,264.0,,Short2,enterS2,Short2,1.5
C2,2020-08-13,268.25,,exitStopS2,exitS2,,1.9
C2,2020-09-21,299.25,,Short3,enterS3,Short3,2.3
C2,2020-09-30,308.5,,exitStopS3,exitS3,,2.7
C2,2020-10-08,316.5,,Short3,enterS3,Short3,2.3
C2,2020-10-09,324.5,,exitStopS3,exitS3,,2.7
C2,2020-10-12,318.5,,Short3,enterS3,Short3,2.3
C2,2020-10-13,320.75,,exitStopS3,exitS3,,2.7
C2,2020-10-28,331.0,,Short3,enterS3,Short3,2.3
C2,2020-11-03,330.5,,exitStopS3,exitS3,,2.7
C2,2020-11-30,347.5,,Short3,enterS3,Short3,2.3
C2,2020-12-03,348.0,,exitStopS3,exitS3,,2.7
C2,2021-01-13,446.0,,Short3,enterS3,Short3,2.3
C2,2021-01-14,455.75,,exitStopS3,exitS3,,2.7
C2,2021-02-10,456.0,,Short3,enterS3,Short3,2.3
C2,2021-02-11,463.0,,exitStopS3,exitS3,,2.7
C2,2021-02-19,465.0,,Short3,enterS3,Short3,2.3
C2,2021-02-22,473.75,,exitStopS3,exitS3,,2.7
C2,2021-03-18,469.75,,Short3,enterS3,Short3,2.3
C2,2021-03-19,481.0,,exitStopS3,exitS3,,2.7
C2,2021-04-01,483.0,,Short3,enterS3,Short3,2.3
C2,2021-04-07,483.75,,exitStopS3,exitS3,,2.7
C2,2021-04-09,500.5,,Short3,enterS3,Short3,2.3
C2,2021-04-13,503.25,,exitStopS3,exitS3,,2.7
C2,2021-05-10,648.5,,Short3,enterS3,Short3,2.3
C2,2021-05-11,659.0,,exitStopS3,exitS3,,2.7
C2,2021-06-07,616.0,,Short3,enterS3,Short3,2.3
C2,2021-06-08,616.75,,exitStopS3,exitS3,,2.7
C2,2021-06-18,573.5,,Short2,enterS2,Short2,1.5
C2,2021-06-28,554.5,,Long3,enterL3,Long3,2.2
C2,2021-06-29,555.75,,exitL3,exitL3,,2.1
C2,2021-06-30,595.75,,exitStopS2,exitS2,,1.9
C2,2021-07-12,540.25,,Short2,enterS2,Short2,1.5
C2,2021-07-12,540.25,,Long3,enterL3,Long3,2.2
C2,2021-07-13,548.0,,exitStopS2,exitS2,,1.9
C2,2021-07-14,566.0,,exitL3,exitL3,,2.4
C2,2021-07-26,554.0,,Short2,enterS2,Short2,1.5
C2,2021-07-28,556.25,,exitStopS2,exitS2,,1.9
C2,2021-08-05,560.25,,Short2,enterS2,Short2,1.5
C2,2021-08-11,566.5,,exitStopS2,exitS2,,1.9
C2,2021-08-23,542.75,,Short2,enterS2,Short2,1.5
C2,2021-08-24,552.5,,exitStopS2,exitS2,,1.9
C2,2021-08-25,559.0,,Short2,enterS2,Short2,1.5
C2,2021-09-07,518.0,,exitStopS2,exitS2,,1.9
C2,2021-09-10,524.75,,Short2,enterS2,Short2,1.5
C2,2021-09-15,540.75,,exitStopS2,exitS2,,1.9
C2,2021-09-22,532.75,,Short2,enterS2,Short2,1.5
C2,2021-09-23,536.5,,exitStopS2,exitS2,,1.9
C2,2021-10-07,541.25,,Short2,enterS2,Short2,1.5
C2,2021-10-15,533.0,,exitStopS2,exitS2,,1.9
C2,2021-10-18,540.0,,Short2,enterS2,Short2,1.5
C2,2021-10-20,546.5,,exitStopS2,exitS2,,1.9
C2,2021-11-18,578.0,,Short3,enterS3,Short3,2.3
C2,2021-11-22,583.0,,exitStopS3,exitS3,,2.7
C2,2021-12-28,603.5,,Short3,enterS3,Short3,2.3
C2,2021-12-29,604.25,,exitStopS3,exitS3,,2.7
C2,2022-01-25,618.75,,Short3,enterS3,Short3,2.3
C2,2022-01-26,625.75,,exitStopS3,exitS3,,2.7
C2,2022-02-10,640.5,,Short3,enterS3,Short3,2.3
C2,2022-02-11,650.5,,exitStopS3,exitS3,,2.7
C2,2022-02-15,637.5,,Short3,enterS3,Short3,2.3
C2,2022-02-16,645.75,,exitStopS3,exitS3,,2.7
CD1,2017-01-23,0.77215,,Short2,enterS2,Short2,1.5
CD1,2017-01-24,0.77685,,exitStopS2,exitS2,,1.9
CD1,2017-03-03,0.76415,,Short2,enterS2,Short2,1.5
CD1,2017-03-15,0.76805,,exitStopS2,exitS2,,1.9
CD1,2017-03-22,0.7658,,Short2,enterS2,Short2,1.5
CD1,2017-04-12,0.77075,,exitStopS2,exitS2,,1.9
CD1,2017-04-20,0.75845,,Short2,enterS2,Short2,1.5
CD1,2017-05-24,0.7615,,exitStopS2,exitS2,,1.9
CD1,2017-09-21,0.82555,,Long2,enterL2,Long2,1.4
CD1,2017-09-25,0.82265,,exitStopL2,exitL2,,1.7
CD1,2017-10-06,0.81225,,Short2,enterS2,Short2,1.5
CD1,2017-10-10,0.8133,,exitStopS2,exitS2,,1.9
CD1,2017-10-27,0.7948,,Short2,enterS2,Short2,1.5
CD1,2017-11-03,0.7977,,exitStopS2,exitS2,,1.9
CD1,2017-11-16,0.79795,,Short2,enterS2,Short2,1.5
CD1,2017-11-22,0.80155,,exitStopS2,exitS2,,1.9
CD1,2017-12-01,0.8025,,Short2,enterS2,Short2,1.5
CD1,2017-12-04,0.80325,,exitStopS2,exitS2,,1.9
CD1,2017-12-08,0.7922,,Short2,enterS2,Short2,1.5
CD1,2017-12-14,0.7954,,exitStopS2,exitS2,,1.9
CD1,2017-12-20,0.7928,,Short2,enterS2,Short2,1.5
CD1,2017-12-21,0.7988,,exitStopS2,exitS2,,1.9
CD1,2018-02-09,0.8078,,Short2,enterS2,Short2,1.5
CD1,2018-02-14,0.8131,,exitStopS2,exitS2,,1.9
CD1,2018-02-23,0.80425,,Short2,enterS2,Short2,1.5
CD1,2018-03-21,0.7873,,exitStopS2,exitS2,,1.9
CD1,2018-04-03,0.793,,Short2,enterS2,Short2,1.5
CD1,2018-04-04,0.79525,,exitStopS2,exitS2,,1.9
CD1,2018-04-24,0.7912,,Short2,enterS2,Short2,1.5
CD1,2018-05-10,0.79495,,exitStopS2,exitS2,,1.9
CD1,2018-05-16,0.7932,,Short2,enterS2,Short2,1.5
CD1,2018-06-29,0.7717,,exitStopS2,exitS2,,1.9
CD1,2018-07-12,0.77075,,Short2,enterS2,Short2,1.5
CD1,2018-07-16,0.7718,,exitStopS2,exitS2,,1.9
CD1,2018-07-20,0.7712,,Short2,enterS2,Short2,1.5
CD1,2018-07-25,0.77695,,exitStopS2,exitS2,,1.9
CD1,2018-08-13,0.77185,,Short2,enterS2,Short2,1.5
CD1,2018-08-14,0.77605,,exitStopS2,exitS2,,1.9
CD1,2018-09-05,0.769,,Short2,enterS2,Short2,1.5
CD1,2018-09-06,0.7711,,exitStopS2,exitS2,,1.9
CD1,2018-09-10,0.7697,,Short2,enterS2,Short2,1.5
CD1,2018-09-11,0.77505,,exitStopS2,exitS2,,1.9
CD1,2018-10-11,0.7773,,Short2,enterS2,Short2,1.5
CD1,2018-10-15,0.77995,,exitStopS2,exitS2,,1.9
CD1,2018-10-22,0.77325,,Short2,enterS2,Short2,1.5
CD1,2018-10-24,0.77575,,exitStopS2,exitS2,,1.9
CD1,2018-10-30,0.77245,,Short2,enterS2,Short2,1.5
CD1,2018-11-01,0.7739,,exitStopS2,exitS2,,1.9
CD1,2018-11-15,0.7685,,Short2,enterS2,Short2,1.5
CD1,2018-11-16,0.7702,,exitStopS2,exitS2,,1.9
CD1,2018-11-21,0.76515,,Short2,enterS2,Short2,1.5
CD1,2018-11-23,0.76595,,exitStopS2,exitS2,,1.9
CD1,2018-11-30,0.7624,,Short2,enterS2,Short2,1.5
CD1,2018-12-03,0.76665,,exitStopS2,exitS2,,1.9
CD1,2018-12-07,0.75975,,Short2,enterS2,Short2,1.5
CD1,2019-01-09,0.7659,,exitStopS2,exitS2,,1.9
CD1,2019-01-23,0.75805,,Short2,enterS2,Short2,1.5
CD1,2019-01-25,0.76505,,exitStopS2,exitS2,,1.9
CD1,2019-02-08,0.76135,,Short2,enterS2,Short2,1.5
CD1,2019-02-19,0.76515,,exitStopS2,exitS2,,1.9
CD1,2019-03-08,0.75305,,Short2,enterS2,Short2,1.5
CD1,2019-03-12,0.75655,,exitStopS2,exitS2,,1.9
CD1,2019-03-20,0.7593,,Short2,enterS2,Short2,1.5
CD1,2019-06-20,0.76395,,exitStopS2,exitS2,,1.9
CD1,2019-08-02,0.7632,,Short2,enterS2,Short2,1.5
CD1,2019-09-06,0.76435,,exitStopS2,exitS2,,1.9
CD1,2019-09-19,0.75855,,Short2,enterS2,Short2,1.5
CD1,2019-10-01,0.7606,,exitStopS2,exitS2,,1.9
CD1,2019-10-04,0.7552,,Short2,enterS2,Short2,1.5
CD1,2019-10-10,0.75635,,exitStopS2,exitS2,,1.9
CD1,2019-11-14,0.7584,,Short2,enterS2,Short2,1.5
CD1,2019-11-15,0.75975,,exitStopS2,exitS2,,1.9
CD1,2019-11-21,0.7563,,Short2,enterS2,Short2,1.5
CD1,2019-12-04,0.7611,,exitStopS2,exitS2,,1.9
CD1,2020-01-23,0.765,,Short2,enterS2,Short2,1.5
CD1,2020-07-27,0.74945,,exitStopS2,exitS2,,1.9
CD1,2020-09-22,0.7524,,Short2,enterS2,Short2,1.5
CD1,2020-10-05,0.75455,,exitStopS2,exitS2,,1.9
CD1,2020-10-30,0.7512,,Short2,enterS2,Short2,1.5
CD1,2020-11-02,0.7573,,exitStopS2,exitS2,,1.9
CD1,2021-06-21,0.80915,,Short2,enterS2,Short2,1.5
CD1,2021-06-22,0.81265,,exitStopS2,exitS2,,1.9
CD1,2021-06-23,0.81285,,Short2,enterS2,Short2,1.5
CD1,2021-07-21,0.79615,,exitStopS2,exitS2,,1.9
CD1,2021-07-28,0.79855,,Short2,enterS2,Short2,1.5
CD1,2021-07-29,0.8035,,exitStopS2,exitS2,,1.9
CD1,2021-08-05,0.7999,,Short2,enterS2,Short2,1.5
CD1,2021-10-12,0.80215,,exitStopS2,exitS2,,1.9
CD1,2021-11-12,0.79675,,Short2,enterS2,Short2,1.5
CD1,2021-11-15,0.7991,,exitStopS2,exitS2,,1.9
CD1,2021-11-18,0.79365,,Short2,enterS2,Short2,1.5
CD1,2021-12-22,0.77885,,exitStopS2,exitS2,,1.9
CD1,2021-12-23,0.78045,,Short2,enterS2,Short2,1.5
CD1,2021-12-27,0.78185,,exitStopS2,exitS2,,1.9
CD1,2022-01-06,0.78565,,Short2,enterS2,Short2,1.5
CD1,2022-01-07,0.7905,,exitStopS2,exitS2,,1.9
CD1,2022-01-31,0.78685,,Short2,enterS2,Short2,1.5
CD1,2022-02-02,0.78935,,exitStopS2,exitS2,,1.9
CD1,2022-02-09,0.78905,,Short2,enterS2,Short2,1.5
CD,2017-01-20,0.7672,,Short2,enterS2,Short2,1.5
CD,2017-01-23,0.7707,,exitStopS2,exitS2,,1.9
CD,2017-02-08,0.77585,,Short2,enterS2,Short2,1.5
CD,2017-02-10,0.77965,,exitStopS2,exitS2,,1.9
CD,2017-03-10,0.75805,,Short2,enterS2,Short2,1.5
CD,2017-03-15,0.7656,,exitStopS2,exitS2,,1.9
CD,2017-03-22,0.76485,,Short2,enterS2,Short2,1.5
CD,2017-03-30,0.76635,,exitStopS2,exitS2,,1.9
CD,2017-04-06,0.76085,,Short2,enterS2,Short2,1.5
CD,2017-04-10,0.7653,,exitStopS2,exitS2,,1.9
CD,2017-04-20,0.75725,,Short2,enterS2,Short2,1.5
CD,2017-05-24,0.75915,,exitStopS2,exitS2,,1.9
CD,2017-06-08,0.7552,,Short2,enterS2,Short2,1.5
CD,2017-06-09,0.7569,,exitStopS2,exitS2,,1.9
CD,2017-10-06,0.81135,,Short2,enterS2,Short2,1.5
CD,2017-10-10,0.81265,,exitStopS2,exitS2,,1.9
CD,2017-11-01,0.7896,,Short2,enterS2,Short2,1.5
CD,2017-11-02,0.79385,,exitStopS2,exitS2,,1.9
CD,2017-11-16,0.7974,,Short2,enterS2,Short2,1.5
CD,2017-11-22,0.8003,,exitStopS2,exitS2,,1.9
CD,2017-12-01,0.80075,,Short2,enterS2,Short2,1.5
CD,2017-12-27,0.80365,,exitStopS2,exitS2,,1.9
CD,2018-02-06,0.8104,,Short2,enterS2,Short2,1.5
CD,2018-02-15,0.8123,,exitStopS2,exitS2,,1.9
CD,2018-02-23,0.80135,,Short2,enterS2,Short2,1.5
CD,2018-03-21,0.7852,,exitStopS2,exitS2,,1.9
CD,2018-04-03,0.7918,,Short2,enterS2,Short2,1.5
CD,2018-04-05,0.795,,exitStopS2,exitS2,,1.9
CD,2018-04-24,0.79005,,Short2,enterS2,Short2,1.5
CD,2018-05-10,0.79435,,exitStopS2,exitS2,,1.9
CD,2018-05-16,0.7925,,Short2,enterS2,Short2,1.5
CD,2018-06-29,0.77035,,exitStopS2,exitS2,,1.9
CD,2018-07-12,0.7688,,Short2,enterS2,Short2,1.5
CD,2018-07-16,0.7703,,exitStopS2,exitS2,,1.9
CD,2018-07-20,0.77095,,Short2,enterS2,Short2,1.5
CD,2018-07-25,0.7754,,exitStopS2,exitS2,,1.9
CD,2018-08-13,0.76995,,Short2,enterS2,Short2,1.5
CD,2018-08-14,0.77345,,exitStopS2,exitS2,,1.9
CD,2018-09-06,0.77025,,Short2,enterS2,Short2,1.5
CD,2018-09-12,0.77885,,exitStopS2,exitS2,,1.9
CD,2018-10-11,0.77485,,Short2,enterS2,Short2,1.5
CD,2018-10-15,0.7784,,exitStopS2,exitS2,,1.9
CD,2018-10-22,0.7714,,Short2,enterS2,Short2,1.5
CD,2018-10-24,0.77645,,exitStopS2,exitS2,,1.9
CD,2018-10-30,0.7696,,Short2,enterS2,Short2,1.5
CD,2018-11-01,0.77215,,exitStopS2,exitS2,,1.9
CD,2018-11-14,0.76395,,Short2,enterS2,Short2,1.5
CD,2018-11-15,0.76725,,exitStopS2,exitS2,,1.9
CD,2018-11-21,0.76235,,Short2,enterS2,Short2,1.5
CD,2018-11-23,0.7652,,exitStopS2,exitS2,,1.9
CD,2018-11-29,0.761,,Short2,enterS2,Short2,1.5
CD,2018-12-03,0.76455,,exitStopS2,exitS2,,1.9
CD,2018-12-07,0.7604,,Short2,enterS2,Short2,1.5
CD,2019-01-09,0.76345,,exitStopS2,exitS2,,1.9
CD,2019-01-23,0.75595,,Short2,enterS2,Short2,1.5
CD,2019-01-25,0.7627,,exitStopS2,exitS2,,1.9
CD,2019-02-08,0.7601,,Short2,enterS2,Short2,1.5
CD,2019-02-19,0.7632,,exitStopS2,exitS2,,1.9
CD,2019-03-08,0.75155,,Short2,enterS2,Short2,1.5
CD,2019-03-12,0.7542,,exitStopS2,exitS2,,1.9
CD,2019-03-25,0.75145,,Short2,enterS2,Short2,1.5
CD,2019-03-26,0.75315,,exitStopS2,exitS2,,1.9
CD,2019-03-29,0.75455,,Short2,enterS2,Short2,1.5
CD,2019-04-01,0.7571,,exitStopS2,exitS2,,1.9
CD,2019-04-08,0.75675,,Short2,enterS2,Short2,1.5
CD,2019-06-07,0.7579,,exitStopS2,exitS2,,1.9
CD,2019-08-02,0.7605,,Short2,enterS2,Short2,1.5
CD,2019-09-06,0.7621,,exitStopS2,exitS2,,1.9
CD,2019-09-19,0.75745,,Short2,enterS2,Short2,1.5
CD,2019-09-24,0.7584,,exitStopS2,exitS2,,1.9
CD,2019-09-26,0.75695,,Short2,enterS2,Short2,1.5
CD,2019-10-01,0.75955,,exitStopS2,exitS2,,1.9
CD,2019-10-04,0.753,,Short2,enterS2,Short2,1.5
CD,2019-10-11,0.76085,,exitStopS2,exitS2,,1.9
CD,2019-11-11,0.7583,,Short2,enterS2,Short2,1.5
CD,2019-11-18,0.75905,,exitStopS2,exitS2,,1.9
CD,2019-11-21,0.75515,,Short2,enterS2,Short2,1.5
CD,2019-12-04,0.75995,,exitStopS2,exitS2,,1.9
CD,2020-01-23,0.7633,,Short2,enterS2,Short2,1.5
CD,2020-06-11,0.736,,Short3,enterS3,Short3,2.3
CD,2020-06-12,0.7354,,exitStopS3,exitS3,,2.7
CD,2020-07-23,0.74785,,exitStopS2,exitS2,,1.9
CD,2020-09-22,0.75225,,Short2,enterS2,Short2,1.5
CD,2020-10-01,0.75425,,exitStopS2,exitS2,,1.9
CD,2020-10-30,0.75165,,Short2,enterS2,Short2,1.5
CD,2020-11-02,0.75655,,exitStopS2,exitS2,,1.9
CD,2021-06-21,0.8093,,Short2,enterS2,Short2,1.5
CD,2021-06-22,0.8118,,exitStopS2,exitS2,,1.9
CD,2021-06-23,0.8128,,Short2,enterS2,Short2,1.5
CD,2021-07-21,0.79625,,exitStopS2,exitS2,,1.9
CD,2021-07-28,0.7982,,Short2,enterS2,Short2,1.5
CD,2021-07-29,0.8041,,exitStopS2,exitS2,,1.9
CD,2021-08-05,0.80045,,Short2,enterS2,Short2,1.5
CD,2021-10-08,0.8027,,exitStopS2,exitS2,,1.9
CD,2021-11-12,0.7968,,Short2,enterS2,Short2,1.5
CD,2021-11-15,0.79945,,exitStopS2,exitS2,,1.9
CD,2021-11-18,0.79375,,Short2,enterS2,Short2,1.5
CD,2021-12-22,0.7786,,exitStopS2,exitS2,,1.9
CD,2021-12-23,0.7809,,Short2,enterS2,Short2,1.5
CD,2021-12-27,0.78135,,exitStopS2,exitS2,,1.9
CD,2022-01-06,0.7854,,Short2,enterS2,Short2,1.5
CD,2022-01-07,0.7914,,exitStopS2,exitS2,,1.9
CD,2022-01-31,0.78745,,Short2,enterS2,Short2,1.5
CD,2022-02-02,0.7894,,exitStopS2,exitS2,,1.9
CD,2022-02-09,0.78915,,Short2,enterS2,Short2,1.5
CL1,2017-01-11,68.07,,Short2,enterS2,Short2,1.5
CL1,2017-01-12,68.74,,exitStopS2,exitS2,,1.9
CL1,2017-01-24,67.82,,Short2,enterS2,Short2,1.5
CL1,2017-01-26,68.59,,exitStopS2,exitS2,,1.9
CL1,2017-01-31,67.68,,Short2,enterS2,Short2,1.5
CL1,2017-02-02,68.52,,exitStopS2,exitS2,,1.9
CL1,2017-02-08,67.26,,Short2,enterS2,Short2,1.5
CL1,2017-02-09,68.02,,exitStopS2,exitS2,,1.9
CL1,2017-03-03,67.59,,Short2,enterS2,Short2,1.5
CL1,2017-03-10,62.78,,exitStopS2,exitS2,,1.9
CL1,2017-03-13,62.86,,Short2,enterS2,Short2,1.5
CL1,2017-03-15,63.36,,exitStopS2,exitS2,,1.9
CL1,2017-03-22,62.02,,Long3,enterL3,Long3,2.2
CL1,2017-03-24,62.0,,Short2,enterS2,Short2,1.5
CL1,2017-03-24,62.0,,exitL3,exitL3,,2.1
CL1,2017-03-28,62.3,,exitStopS2,exitS2,,1.9
CL1,2017-04-25,62.81,,Short2,enterS2,Short2,1.5
CL1,2017-05-04,58.94,,exitStopS2,exitS2,,1.9
CL1,2017-05-05,59.92,,Short2,enterS2,Short2,1.5
CL1,2017-05-05,59.92,,Long3,enterL3,Long3,2.2
CL1,2017-05-08,59.95,,exitL3,exitL3,,2.1
CL1,2017-05-10,60.79,,exitStopS2,exitS2,,1.9
CL1,2017-05-26,63.0,,Short2,enterS2,Short2,1.5
CL1,2017-06-14,57.81,,exitStopS2,exitS2,,1.9
CL1,2017-06-16,57.83,,Short2,enterS2,Short2,1.5
CL1,2017-06-26,56.41,,exitStopS2,exitS2,,1.9
CL1,2017-07-10,57.47,,Short2,enterS2,Short2,1.5
CL1,2017-07-11,58.68,,exitStopS2,exitS2,,1.9
CL1,2017-07-24,59.24,,Short2,enterS2,Short2,1.5
CL1,2017-07-25,61.31,,exitStopS2,exitS2,,1.9
CL1,2017-08-10,61.27,,Short3,enterS3,Short3,2.3
CL1,2017-08-11,61.55,,exitStopS3,exitS3,,2.7
CL1,2017-08-15,60.44,,Short2,enterS2,Short2,1.5
CL1,2017-08-18,61.5,,exitStopS2,exitS2,,1.9
CL1,2017-08-22,60.23,,Short2,enterS2,Short2,1.5
CL1,2017-08-23,60.97,,exitStopS2,exitS2,,1.9
CL1,2017-08-25,60.46,,Short2,enterS2,Short2,1.5
CL1,2017-08-31,59.69,,exitStopS2,exitS2,,1.9
CL1,2017-09-01,59.95,,Short2,enterS2,Short2,1.5
CL1,2017-09-05,61.22,,exitStopS2,exitS2,,1.9
CL1,2018-01-11,75.23,,Short3,enterS3,Short3,2.3
CL1,2018-01-12,76.11,,exitStopS3,exitS3,,2.7
CL1,2018-01-25,77.01,,Short3,enterS3,Short3,2.3
CL1,2018-01-26,78.02,,exitStopS3,exitS3,,2.7
CL1,2018-01-30,75.77,,Short3,enterS3,Short3,2.3
CL1,2018-01-31,76.55,,exitStopS3,exitS3,,2.7
CL1,2018-02-12,71.16,,Short2,enterS2,Short2,1.5
CL1,2018-02-14,72.63,,exitStopS2,exitS2,,1.9
CL1,2018-02-14,72.63,,Long3,enterL3,Long3,2.2
CL1,2018-02-22,74.66,,exitL3,exitL3,,2.4
CL1,2018-02-27,74.85,,Short3,enterS3,Short3,2.3
CL1,2018-03-14,73.04,,Short2,enterS2,Short2,1.5
CL1,2018-03-16,74.38,,exitStopS2,exitS2,,1.9
CL1,2018-03-21,77.54,,exitStopS3,exitS3,,2.7
CL1,2018-03-22,76.26,,Short3,enterS3,Short3,2.3
CL1,2018-03-23,77.79,,exitStopS3,exitS3,,2.7
CL1,2018-03-27,76.71,,Short3,enterS3,Short3,2.3
CL1,2018-03-28,76.72,,exitStopS3,exitS3,,2.7
CL1,2018-04-04,75.6,,Long2,enterL2,Long2,1.4
CL1,2018-04-06,74.0,,exitStopL2,exitL2,,1.7
CL1,2018-04-19,80.32,,Short3,enterS3,Short3,2.3
CL1,2018-04-20,80.22,,exitStopS3,exitS3,,2.7
CL1,2018-04-24,79.88,,Short3,enterS3,Short3,2.3
CL1,2018-04-25,80.17,,exitStopS3,exitS3,,2.7
CL1,2018-05-24,82.87,,Short3,enterS3,Short3,2.3
CL1,2018-05-30,80.43,,exitS3,exitS3,,2.6
CL1,2018-06-05,77.73,,Short2,enterS2,Short2,1.5
CL1,2018-06-07,78.15,,exitStopS2,exitS2,,1.9
CL1,2018-06-18,78.02,,Short2,enterS2,Short2,1.5
CL1,2018-06-18,78.02,,Long3,enterL3,Long3,2.2
CL1,2018-06-19,77.24,,exitL3,exitL3,,2.1
CL1,2018-06-22,81.62,,exitStopS2,exitS2,,1.9
CL1,2018-07-18,81.26,,Short2,enterS2,Short2,1.5
CL1,2018-07-20,81.47,,exitStopS2,exitS2,,1.9
CL1,2018-08-10,81.08,,Short2,enterS2,Short2,1.5
CL1,2018-08-22,82.13,,exitStopS2,exitS2,,1.9
CL1,2018-09-04,83.39,,Short3,enterS3,Short3,2.3
CL1,2018-09-11,83.93,,exitStopS3,exitS3,,2.7
CL1,2018-10-19,83.87,,Short2,enterS2,Short2,1.5
CL1,2018-11-01,77.87,,exitStopS2,exitS2,,1.9
CL1,2018-11-14,70.39,,Short2,enterS2,Short2,1.5
CL1,2018-11-23,64.57,,exitStopS2,exitS2,,1.9
CL1,2018-11-26,65.78,,Short2,enterS2,Short2,1.5
CL1,2018-12-03,67.26,,exitStopS2,exitS2,,1.9
CL1,2018-12-11,66.14,,Short2,enterS2,Short2,1.5
CL1,2018-12-13,67.03,,exitStopS2,exitS2,,1.9
CL1,2018-12-13,67.03,,Long3,enterL3,Long3,2.2
CL1,2018-12-17,63.42,,exitStopL3,exitL3,,2.5
CL1,2018-12-19,61.36,,Short2,enterS2,Short2,1.5
CL1,2018-12-24,56.63,,exitStopS2,exitS2,,1.9
CL1,2018-12-26,60.56,,Short2,enterS2,Short2,1.5
CL1,2018-12-26,60.56,,Long3,enterL3,Long3,2.2
CL1,2018-12-27,59.36,,exitL3,exitL3,,2.1
CL1,2019-01-04,62.26,,exitStopS2,exitS2,,1.9
CL1,2019-01-16,66.26,,Short2,enterS2,Short2,1.5
CL1,2019-01-18,67.64,,exitStopS2,exitS2,,1.9
CL1,2019-01-24,66.83,,Short2,enterS2,Short2,1.5
CL1,2019-01-25,67.2,,exitStopS2,exitS2,,1.9
CL1,2019-02-08,66.36,,Short2,enterS2,Short2,1.5
CL1,2019-02-12,66.99,,exitStopS2,exitS2,,1.9
CL1,2019-02-25,68.68,,Short3,enterS3,Short3,2.3
CL1,2019-02-26,69.24,,exitStopS3,exitS3,,2.7
CL1,2019-03-01,69.0,,Short3,enterS3,Short3,2.3
CL1,2019-03-04,69.7,,exitStopS3,exitS3,,2.7
CL1,2019-05-24,71.71,,Short2,enterS2,Short2,1.5
CL1,2019-05-29,71.75,,Long3,enterL3,Long3,2.2
CL1,2019-05-30,69.1,,exitL3,exitL3,,2.1
CL1,2019-05-31,66.05,,exitStopS2,exitS2,,1.9
CL1,2019-06-04,65.64,,Short2,enterS2,Short2,1.5
CL1,2019-06-07,66.73,,exitStopS2,exitS2,,1.9
CL1,2019-06-13,64.89,,Short2,enterS2,Short2,1.5
CL1,2019-06-18,66.71,,exitStopS2,exitS2,,1.9
CL1,2019-06-18,66.71,,Long3,enterL3,Long3,2.2
CL1,2019-06-20,69.57,,exitL3,exitL3,,2.4
CL1,2019-07-03,69.81,,Short2,enterS2,Short2,1.5
CL1,2019-07-05,70.14,,exitStopS2,exitS2,,1.9
CL1,2019-07-15,71.86,,Short3,enterS3,Short3,2.3
CL1,2019-07-19,68.77,,Short2,enterS2,Short2,1.5
CL1,2019-07-19,68.77,,exitS3,exitS3,,2.6
CL1,2019-07-23,70.04,,exitStopS2,exitS2,,1.9
CL1,2019-08-02,67.86,,Short2,enterS2,Short2,1.5
CL1,2019-08-09,66.27,,exitStopS2,exitS2,,1.9
CL1,2019-08-12,66.85,,Short2,enterS2,Short2,1.5
CL1,2019-08-13,68.91,,exitStopS2,exitS2,,1.9
CL1,2019-08-19,67.97,,Short2,enterS2,Short2,1.5
CL1,2019-08-20,68.2,,exitStopS2,exitS2,,1.9
CL1,2019-08-26,66.2,,Short2,enterS2,Short2,1.5
CL1,2019-08-27,67.99,,exitStopS2,exitS2,,1.9
CL1,2019-08-27,67.99,,Long3,enterL3,Long3,2.2
CL1,2019-08-28,68.16,,Short2,enterS2,Short2,1.5
CL1,2019-08-28,68.16,,exitL3,exitL3,,2.1
CL1,2019-09-06,69.15,,exitStopS2,exitS2,,1.9
CL1,2019-09-17,70.82,,Short3,enterS3,Short3,2.3
CL1,2019-09-18,70.59,,exitStopS3,exitS3,,2.7
CL1,2019-10-04,65.73,,Short2,enterS2,Short2,1.5
CL1,2019-10-10,66.67,,exitStopS2,exitS2,,1.9
CL1,2019-10-17,67.0,,Short2,enterS2,Short2,1.5
CL1,2019-10-22,67.12,,exitStopS2,exitS2,,1.9
CL1,2019-12-02,68.73,,Short2,enterS2,Short2,1.5
CL1,2019-12-04,71.09,,exitStopS2,exitS2,,1.9
CL1,2020-01-06,75.68,,Short3,enterS3,Short3,2.3
CL1,2020-01-07,75.54,,exitStopS3,exitS3,,2.7
CL1,2020-01-08,72.83,,Short3,enterS3,Short3,2.3
CL1,2020-01-09,72.44,,exitStopS3,exitS3,,2.7
CL1,2020-01-14,71.02,,Short2,enterS2,Short2,1.5
CL1,2020-01-17,71.7,,exitStopS2,exitS2,,1.9
