symbol,date,close,entryprice,type,eo,state,decision_number
PL2,2019-05-22,843.4,,exitStopS2,exitS2,,1.9
PL2,2019-05-24,841.0,,Short2,enterS2,Short2,1.5
PL2,2019-06-03,859.0,,exitStopS2,exitS2,,1.9
PL2,2019-06-03,859.0,,Long3,enterL3,Long3,2.2
PL2,2019-06-11,852.4,,Short2,enterS2,Short2,1.5
PL2,2019-06-11,852.4,,exitL3,exitL3,,2.1
PL2,2019-06-26,855.4,,exitStopS2,exitS2,,1.9
PL2,2019-07-08,853.8,,Short2,enterS2,Short2,1.5
PL2,2019-07-10,863.4,,exitStopS2,exitS2,,1.9
PL2,2019-10-02,920.5,,Short2,enterS2,Short2,1.5
PL2,2019-10-10,934.0,,exitStopS2,exitS2,,1.9
PL2,2019-10-16,916.8,,Short2,enterS2,Short2,1.5
PL2,2019-10-18,922.0,,exitStopS2,exitS2,,1.9
PL2,2019-10-28,945.1,,Short3,enterS3,Short3,2.3
PL2,2019-10-29,951.2,,exitStopS3,exitS3,,2.7
PL2,2019-11-04,964.8,,Short3,enterS3,Short3,2.3
PL2,2019-11-11,906.7,,exitS3,exitS3,,2.6
PL2,2019-11-13,900.9,,Short2,enterS2,Short2,1.5
PL2,2019-11-14,908.9,,exitStopS2,exitS2,,1.9
PL2,2019-11-15,920.6,,Short2,enterS2,Short2,1.5
PL2,2019-11-19,938.4,,exitStopS2,exitS2,,1.9
PL2,2019-11-25,926.5,,Short2,enterS2,Short2,1.5
PL2,2019-11-26,937.8,,exitStopS2,exitS2,,1.9
PL2,2019-11-29,926.5,,Short2,enterS2,Short2,1.5
PL2,2019-12-03,937.7,,exitStopS2,exitS2,,1.9
PL2,2020-01-06,986.1,,Short3,enterS3,Short3,2.3
PL2,2020-01-07,991.5,,exitStopS3,exitS3,,2.7
PL2,2020-01-16,1021.1,,Short3,enterS3,Short3,2.3
PL2,2020-01-17,1044.7,,exitStopS3,exitS3,,2.7
PL2,2020-03-02,879.3,,Short2,enterS2,Short2,1.5
PL2,2020-03-06,916.3,,exitStopS2,exitS2,,1.9
PL2,2020-03-10,889.3,,Short2,enterS2,Short2,1.5
PL2,2020-03-12,801.7,,exitStopS2,exitS2,,1.9
PL2,2020-03-20,642.4,,Short2,enterS2,Short2,1.5
PL2,2020-03-24,720.9,,exitStopS2,exitS2,,1.9
PL2,2020-04-02,749.0,,Short2,enterS2,Short2,1.5
PL2,2020-04-07,764.0,,exitStopS2,exitS2,,1.9
PL2,2020-04-22,784.3,,Short2,enterS2,Short2,1.5
PL2,2020-04-23,807.0,,exitStopS2,exitS2,,1.9
PL2,2020-05-04,797.5,,Short2,enterS2,Short2,1.5
PL2,2020-05-08,808.3,,exitStopS2,exitS2,,1.9
PL2,2020-06-15,840.7,,Short2,enterS2,Short2,1.5
PL2,2020-06-16,862.9,,exitStopS2,exitS2,,1.9
PL2,2020-06-19,845.9,,Short2,enterS2,Short2,1.5
PL2,2020-06-23,871.7,,exitStopS2,exitS2,,1.9
PL2,2020-06-26,834.9,,Short2,enterS2,Short2,1.5
PL2,2020-06-29,843.8,,exitStopS2,exitS2,,1.9
PL2,2020-07-09,862.5,,Short3,enterS3,Short3,2.3
PL2,2020-07-10,861.5,,exitStopS3,exitS3,,2.7
PL2,2020-08-07,986.0,,Short3,enterS3,Short3,2.3
PL2,2020-08-10,1018.3,,exitStopS3,exitS3,,2.7
PL2,2020-09-04,913.8,,Short2,enterS2,Short2,1.5
PL2,2020-09-09,940.5,,exitStopS2,exitS2,,1.9
PL2,2020-09-17,946.5,,Short3,enterS3,Short3,2.3
PL2,2020-09-18,954.1,,exitStopS3,exitS3,,2.7
PL2,2020-09-24,853.1,,Short2,enterS2,Short2,1.5
PL2,2020-09-28,899.2,,exitStopS2,exitS2,,1.9
PL2,2020-09-28,899.2,,Long3,enterL3,Long3,2.2
PL2,2020-09-29,905.5,,exitL3,exitL3,,2.4
PL2,2020-10-07,874.6,,Short2,enterS2,Short2,1.5
PL2,2020-10-09,902.1,,exitStopS2,exitS2,,1.9
PL2,2020-10-16,877.1,,Short2,enterS2,Short2,1.5
PL2,2020-10-21,901.7,,exitStopS2,exitS2,,1.9
PL2,2020-11-02,867.3,,Short2,enterS2,Short2,1.5
PL2,2020-11-03,882.8,,exitStopS2,exitS2,,1.9
PL2,2020-11-12,891.8,,Short2,enterS2,Short2,1.5
PL2,2020-11-13,903.8,,exitStopS2,exitS2,,1.9
PL2,2021-02-02,1098.2,,Short3,enterS3,Short3,2.3
PL2,2021-02-03,1116.7,,exitStopS3,exitS3,,2.7
PL2,2021-04-14,1175.0,,Short2,enterS2,Short2,1.5
PL2,2021-04-15,1197.8,,exitStopS2,exitS2,,1.9
PL2,2021-05-20,1202.6,,Short2,enterS2,Short2,1.5
PL2,2021-06-17,1052.8,,exitS2,exitS2,,1.8
PL2,2021-06-21,1048.2,,Short2,enterS2,Short2,1.5
PL2,2021-06-22,1067.8,,exitStopS2,exitS2,,1.9
PL2,2021-06-23,1084.1,,Short2,enterS2,Short2,1.5
PL2,2021-06-25,1100.3,,exitStopS2,exitS2,,1.9
PL2,2021-06-30,1067.5,,Short2,enterS2,Short2,1.5
PL2,2021-07-01,1075.5,,exitStopS2,exitS2,,1.9
PL2,2021-07-02,1082.3,,Short2,enterS2,Short2,1.5
PL2,2021-07-09,1090.3,,Long3,enterL3,Long3,2.2
PL2,2021-07-12,1117.6,,exitStopS2,exitS2,,1.9
PL2,2021-07-14,1122.7,,exitL3,exitL3,,2.4
PL2,2021-07-21,1069.9,,Short2,enterS2,Short2,1.5
PL2,2021-07-22,1085.2,,exitStopS2,exitS2,,1.9
PL2,2021-07-26,1064.6,,Short2,enterS2,Short2,1.5
PL2,2021-08-06,966.8,,exitStopS2,exitS2,,1.9
PL2,2021-08-10,981.6,,Short2,enterS2,Short2,1.5
PL2,2021-08-11,1010.2,,exitStopS2,exitS2,,1.9
PL2,2021-08-18,991.0,,Short2,enterS2,Short2,1.5
PL2,2021-08-23,1008.7,,exitStopS2,exitS2,,1.9
PL2,2021-08-27,1001.1,,Short2,enterS2,Short2,1.5
PL2,2021-08-27,1001.1,,Long3,enterL3,Long3,2.2
PL2,2021-08-30,996.7,,exitL3,exitL3,,2.1
PL2,2021-08-31,1008.7,,exitStopS2,exitS2,,1.9
PL2,2021-09-03,1016.2,,Short2,enterS2,Short2,1.5
PL2,2021-09-14,933.3,,exitStopS2,exitS2,,1.9
PL2,2021-09-17,925.2,,Short2,enterS2,Short2,1.5
PL2,2021-09-21,945.4,,exitStopS2,exitS2,,1.9
PL2,2021-09-21,945.4,,Long3,enterL3,Long3,2.2
PL2,2021-09-22,995.7,,exitL3,exitL3,,2.4
PL2,2021-09-30,958.6,,Short2,enterS2,Short2,1.5
PL2,2021-10-01,969.8,,exitStopS2,exitS2,,1.9
PL2,2021-11-24,971.5,,Short2,enterS2,Short2,1.5
PL2,2021-12-14,907.1,,exitStopS2,exitS2,,1.9
PL2,2021-12-16,925.1,,Short2,enterS2,Short2,1.5
PL2,2021-12-16,925.1,,Long3,enterL3,Long3,2.2
PL2,2021-12-17,930.7,,exitStopS2,exitS2,,1.9
PL2,2021-12-22,963.7,,exitL3,exitL3,,2.4
PL2,2021-12-31,966.2,,Short2,enterS2,Short2,1.5
PL2,2022-01-04,971.2,,exitStopS2,exitS2,,1.9
S2,2017-01-31,1128.5,,Short2,enterS2,Short2,1.5
S2,2017-02-01,1140.75,,exitStopS2,exitS2,,1.9
S2,2017-02-24,1117.25,,Short2,enterS2,Short2,1.5
S2,2017-02-28,1128.75,,exitStopS2,exitS2,,1.9
S2,2017-03-16,1094.5,,Short2,enterS2,Short2,1.5
S2,2017-04-03,1031.25,,exitStopS2,exitS2,,1.9
S2,2017-04-05,1037.25,,Short2,enterS2,Short2,1.5
S2,2017-04-13,1048.5,,exitStopS2,exitS2,,1.9
S2,2017-04-21,1043.25,,Short2,enterS2,Short2,1.5
S2,2017-04-24,1054.25,,exitStopS2,exitS2,,1.9
S2,2017-04-27,1039.75,,Short2,enterS2,Short2,1.5
S2,2017-05-01,1052.75,,exitStopS2,exitS2,,1.9
S2,2017-05-09,1056.5,,Short2,enterS2,Short2,1.5
S2,2017-06-09,1024.0,,exitStopS2,exitS2,,1.9
S2,2017-06-15,1019.25,,Short2,enterS2,Short2,1.5
S2,2017-06-16,1025.25,,exitStopS2,exitS2,,1.9
S2,2017-06-26,989.0,,Short2,enterS2,Short2,1.5
S2,2017-06-28,997.0,,exitStopS2,exitS2,,1.9
S2,2017-07-13,1062.75,,Short3,enterS3,Short3,2.3
S2,2017-07-14,1076.75,,exitStopS3,exitS3,,2.7
S2,2017-07-25,1068.0,,Short3,enterS3,Short3,2.3
S2,2017-07-26,1075.5,,exitStopS3,exitS3,,2.7
S2,2017-08-02,1052.75,,Short2,enterS2,Short2,1.5
S2,2017-08-31,1020.5,,exitStopS2,exitS2,,1.9
S2,2017-10-04,1033.5,,Short2,enterS2,Short2,1.5
S2,2017-10-05,1043.5,,exitStopS2,exitS2,,1.9
S2,2017-11-15,1041.25,,Short2,enterS2,Short2,1.5
S2,2017-11-17,1055.5,,exitStopS2,exitS2,,1.9
S2,2017-12-13,1044.25,,Short2,enterS2,Short2,1.5
S2,2017-12-26,1024.25,,exitStopS2,exitS2,,1.9
S2,2017-12-29,1015.5,,Short2,enterS2,Short2,1.5
S2,2018-01-02,1018.5,,exitStopS2,exitS2,,1.9
S2,2018-01-03,1022.5,,Short2,enterS2,Short2,1.5
S2,2018-01-05,1024.5,,exitStopS2,exitS2,,1.9
S2,2018-01-12,1014.25,,Short2,enterS2,Short2,1.5
S2,2018-01-16,1021.75,,exitStopS2,exitS2,,1.9
S2,2018-04-24,1066.75,,Short2,enterS2,Short2,1.5
S2,2018-04-25,1072.0,,exitStopS2,exitS2,,1.9
S2,2018-04-26,1072.25,,Short2,enterS2,Short2,1.5
S2,2018-04-27,1089.0,,exitStopS2,exitS2,,1.9
S2,2018-05-08,1053.0,,Short2,enterS2,Short2,1.5
S2,2018-05-21,1058.0,,exitStopS2,exitS2,,1.9
S2,2018-06-01,1054.0,,Short2,enterS2,Short2,1.5
S2,2018-06-11,986.5,,exitStopS2,exitS2,,1.9
S2,2018-06-18,941.5,,Short2,enterS2,Short2,1.5
S2,2018-06-22,926.25,,exitStopS2,exitS2,,1.9
S2,2018-06-27,899.0,,Short2,enterS2,Short2,1.5
S2,2018-07-06,904.5,,exitStopS2,exitS2,,1.9
S2,2018-07-06,904.5,,Long3,enterL3,Long3,2.2
S2,2018-07-11,858.25,,exitStopL3,exitL3,,2.5
S2,2018-07-16,855.75,,Short2,enterS2,Short2,1.5
S2,2018-07-17,865.25,,exitStopS2,exitS2,,1.9
S2,2018-08-07,915.75,,Short2,enterS2,Short2,1.5
S2,2018-08-08,920.5,,exitStopS2,exitS2,,1.9
S2,2018-08-13,878.75,,Short2,enterS2,Short2,1.5
S2,2018-08-14,889.75,,exitStopS2,exitS2,,1.9
S2,2018-08-16,907.0,,Short2,enterS2,Short2,1.5
S2,2018-08-16,907.0,,Long3,enterL3,Long3,2.2
S2,2018-08-17,902.75,,exitL3,exitL3,,2.1
S2,2018-09-17,833.5,,exitStopS2,exitS2,,1.9
S2,2018-09-19,840.0,,Short2,enterS2,Short2,1.5
S2,2018-09-19,840.0,,Long3,enterL3,Long3,2.2
S2,2018-09-20,860.25,,exitStopS2,exitS2,,1.9
S2,2018-09-27,865.0,,Short2,enterS2,Short2,1.5
S2,2018-09-27,865.0,,exitL3,exitL3,,2.1
S2,2018-10-02,876.0,,exitStopS2,exitS2,,1.9
S2,2018-10-11,868.25,,Short2,enterS2,Short2,1.5
S2,2018-10-12,877.5,,exitStopS2,exitS2,,1.9
S2,2018-10-22,868.5,,Short2,enterS2,Short2,1.5
S2,2018-11-01,878.5,,exitStopS2,exitS2,,1.9
S2,2018-11-27,872.0,,Short2,enterS2,Short2,1.5
S2,2018-11-28,887.0,,exitStopS2,exitS2,,1.9
S2,2018-12-13,903.5,,Short3,enterS3,Short3,2.3
S2,2018-12-18,903.75,,exitStopS3,exitS3,,2.7
S2,2018-12-24,880.0,,Short2,enterS2,Short2,1.5
S2,2019-01-02,890.0,,exitStopS2,exitS2,,1.9
S2,2019-02-15,890.5,,Short2,enterS2,Short2,1.5
S2,2019-02-21,893.25,,exitStopS2,exitS2,,1.9
S2,2019-03-01,880.5,,Short2,enterS2,Short2,1.5
S2,2019-04-01,864.5,,exitStopS2,exitS2,,1.9
S2,2019-04-02,869.0,,Short2,enterS2,Short2,1.5
S2,2019-04-04,875.5,,exitStopS2,exitS2,,1.9
S2,2019-04-09,867.75,,Short2,enterS2,Short2,1.5
S2,2019-04-29,816.25,,exitStopS2,exitS2,,1.9
S2,2019-05-06,785.75,,Short2,enterS2,Short2,1.5
S2,2019-05-14,787.0,,exitStopS2,exitS2,,1.9
S2,2019-05-22,784.0,,Short2,enterS2,Short2,1.5
S2,2019-05-28,811.5,,exitStopS2,exitS2,,1.9
S2,2019-06-10,814.0,,Short2,enterS2,Short2,1.5
S2,2019-06-12,833.5,,exitStopS2,exitS2,,1.9
S2,2019-07-09,833.0,,Short2,enterS2,Short2,1.5
S2,2019-07-10,841.5,,exitStopS2,exitS2,,1.9
S2,2019-07-18,827.75,,Short2,enterS2,Short2,1.5
S2,2019-07-19,848.0,,exitStopS2,exitS2,,1.9
S2,2019-07-29,833.0,,Short2,enterS2,Short2,1.5
S2,2019-08-08,811.75,,exitStopS2,exitS2,,1.9
S2,2019-08-16,808.5,,Short2,enterS2,Short2,1.5
S2,2019-09-12,824.25,,exitStopS2,exitS2,,1.9
S2,2019-11-12,831.25,,Short2,enterS2,Short2,1.5
S2,2019-12-02,784.75,,exitStopS2,exitS2,,1.9
S2,2019-12-04,792.25,,Short2,enterS2,Short2,1.5
S2,2019-12-05,798.5,,exitStopS2,exitS2,,1.9
S2,2020-01-17,829.75,,Short2,enterS2,Short2,1.5
S2,2020-01-30,776.25,,exitStopS2,exitS2,,1.9
S2,2020-02-03,777.0,,Short2,enterS2,Short2,1.5
S2,2020-02-04,779.5,,exitStopS2,exitS2,,1.9
S2,2020-02-25,778.75,,Short2,enterS2,Short2,1.5
S2,2020-02-26,782.5,,exitStopS2,exitS2,,1.9
S2,2020-02-27,785.5,,Short2,enterS2,Short2,1.5
S2,2020-03-02,791.5,,exitStopS2,exitS2,,1.9
S2,2020-03-10,766.75,,Short2,enterS2,Short2,1.5
S2,2020-03-16,712.25,,exitStopS2,exitS2,,1.9
S2,2020-03-18,716.0,,Short2,enterS2,Short2,1.5
S2,2020-03-19,733.75,,exitStopS2,exitS2,,1.9
S2,2020-03-20,753.0,,Short2,enterS2,Short2,1.5
S2,2020-03-23,774.5,,exitStopS2,exitS2,,1.9
S2,2020-03-30,772.75,,Short2,enterS2,Short2,1.5
S2,2020-04-16,728.25,,exitStopS2,exitS2,,1.9
S2,2020-04-21,723.25,,Short2,enterS2,Short2,1.5
S2,2020-04-21,723.25,,Long3,enterL3,Long3,2.2
S2,2020-04-22,725.0,,exitL3,exitL3,,2.1
S2,2020-04-23,729.25,,exitStopS2,exitS2,,1.9
S2,2020-04-29,720.0,,Short2,enterS2,Short2,1.5
S2,2020-04-30,737.75,,exitStopS2,exitS2,,1.9
S2,2020-05-07,726.75,,Short2,enterS2,Short2,1.5
S2,2020-05-08,733.0,,exitStopS2,exitS2,,1.9
S2,2020-05-15,721.0,,Short2,enterS2,Short2,1.5
S2,2020-05-18,727.5,,exitStopS2,exitS2,,1.9
S2,2020-05-26,729.5,,Short2,enterS2,Short2,1.5
S2,2020-06-02,733.0,,exitStopS2,exitS2,,1.9
S2,2020-06-29,733.25,,Short2,enterS2,Short2,1.5
S2,2020-06-30,754.0,,exitStopS2,exitS2,,1.9
S2,2020-08-10,745.0,,Short2,enterS2,Short2,1.5
S2,2020-08-12,754.75,,exitStopS2,exitS2,,1.9
S2,2020-08-31,825.25,,Short3,enterS3,Short3,2.3
S2,2020-09-01,826.5,,exitStopS3,exitS3,,2.7
S2,2020-09-15,863.25,,Short3,enterS3,Short3,2.3
S2,2020-09-16,883.0,,exitStopS3,exitS3,,2.7
S2,2020-09-21,894.25,,Short3,enterS3,Short3,2.3
S2,2020-09-30,895.25,,exitS3,exitS3,,2.6
S2,2020-10-08,921.75,,Short3,enterS3,Short3,2.3
S2,2020-10-09,937.25,,exitStopS3,exitS3,,2.7
S2,2020-10-12,905.5,,Short3,enterS3,Short3,2.3
S2,2020-10-13,915.75,,exitStopS3,exitS3,,2.7
S2,2020-10-28,926.75,,Short3,enterS3,Short3,2.3
S2,2020-11-04,958.25,,exitStopS3,exitS3,,2.7
S2,2020-11-30,1040.5,,Short3,enterS3,Short3,2.3
S2,2020-12-03,1040.25,,exitStopS3,exitS3,,2.7
S2,2021-02-10,1221.0,,Short3,enterS3,Short3,2.3
S2,2021-02-11,1234.5,,exitStopS3,exitS3,,2.7
S2,2021-03-10,1277.5,,Short3,enterS3,Short3,2.3
S2,2021-03-11,1281.25,,exitStopS3,exitS3,,2.7
S2,2021-04-01,1269.75,,Short3,enterS3,Short3,2.3
S2,2021-04-05,1280.5,,exitStopS3,exitS3,,2.7
S2,2021-04-27,1395.0,,Short3,enterS3,Short3,2.3
S2,2021-05-05,1417.75,,exitStopS3,exitS3,,2.7
S2,2021-05-13,1459.5,,Short3,enterS3,Short3,2.3
S2,2021-05-14,1461.75,,exitStopS3,exitS3,,2.7
S2,2021-06-07,1461.25,,Short3,enterS3,Short3,2.3
S2,2021-06-08,1478.25,,exitStopS3,exitS3,,2.7
S2,2021-06-18,1334.25,,Short2,enterS2,Short2,1.5
S2,2021-06-18,1334.25,,Long3,enterL3,Long3,2.2
S2,2021-06-21,1340.5,,exitL3,exitL3,,2.1
S2,2021-06-28,1333.75,,Long3,enterL3,Long3,2.2
S2,2021-06-29,1333.75,,exitL3,exitL3,,2.1
S2,2021-06-30,1420.25,,exitStopS2,exitS2,,1.9
S2,2021-07-07,1348.5,,Short2,enterS2,Short2,1.5
S2,2021-07-12,1371.5,,exitStopS2,exitS2,,1.9
S2,2021-07-19,1394.0,,Short3,enterS3,Short3,2.3
S2,2021-07-20,1409.75,,exitStopS3,exitS3,,2.7
S2,2021-07-26,1379.0,,Short2,enterS2,Short2,1.5
S2,2021-07-28,1382.25,,exitStopS2,exitS2,,1.9
S2,2021-08-02,1374.75,,Short2,enterS2,Short2,1.5
S2,2021-08-13,1386.25,,exitStopS2,exitS2,,1.9
S2,2021-08-23,1314.0,,Short2,enterS2,Short2,1.5
S2,2021-08-24,1353.0,,exitStopS2,exitS2,,1.9
S2,2021-08-24,1353.0,,Long3,enterL3,Long3,2.2
S2,2021-08-25,1354.0,,Short2,enterS2,Short2,1.5
S2,2021-08-25,1354.0,,exitL3,exitL3,,2.1
S2,2021-09-30,1277.25,,exitStopS2,exitS2,,1.9
S2,2021-10-05,1271.75,,Short2,enterS2,Short2,1.5
S2,2021-10-19,1249.25,,exitStopS2,exitS2,,1.9
S2,2021-10-25,1258.0,,Short2,enterS2,Short2,1.5
S2,2021-10-27,1260.75,,exitStopS2,exitS2,,1.9
S2,2021-11-09,1223.0,,Short2,enterS2,Short2,1.5
S2,2021-11-12,1255.25,,exitStopS2,exitS2,,1.9
S2,2021-11-18,1276.25,,Short3,enterS3,Short3,2.3
S2,2021-11-19,1274.25,,exitStopS3,exitS3,,2.7
S2,2021-12-01,1239.25,,Short2,enterS2,Short2,1.5
S2,2021-12-02,1255.25,,exitStopS2,exitS2,,1.9
S2,2021-12-30,1341.75,,Short3,enterS3,Short3,2.3
S2,2021-12-31,1342.5,,exitStopS3,exitS3,,2.7
S2,2022-02-10,1577.5,,Short3,enterS3,Short3,2.3
S2,2022-02-11,1586.25,,exitStopS3,exitS3,,2.7
S2,2022-02-24,1654.0,,Short3,enterS3,Short3,2.3
SB,2017-01-11,23.13,,Short2,enterS2,Short2,1.5
SB,2017-01-18,23.55,,exitStopS2,exitS2,,1.9
SB,2017-01-20,22.75,,Short2,enterS2,Short2,1.5
SB,2017-01-23,23.21,,exitStopS2,exitS2,,1.9
SB,2017-01-31,23.02,,Short2,enterS2,Short2,1.5
SB,2017-02-01,23.41,,exitStopS2,exitS2,,1.9
SB,2017-02-14,22.93,,Short2,enterS2,Short2,1.5
SB,2017-02-21,23.3,,exitStopS2,exitS2,,1.9
SB,2017-03-01,22.04,,Short2,enterS2,Short2,1.5
SB,2017-03-02,22.22,,exitStopS2,exitS2,,1.9
SB,2017-03-03,22.08,,Short2,enterS2,Short2,1.5
SB,2017-03-09,20.56,,exitStopS2,exitS2,,1.9
SB,2017-03-10,20.78,,Short2,enterS2,Short2,1.5
SB,2017-03-24,20.27,,exitStopS2,exitS2,,1.9
SB,2017-04-06,19.01,,Short2,enterS2,Short2,1.5
SB,2017-04-07,19.33,,exitStopS2,exitS2,,1.9
SB,2017-04-18,19.35,,Short2,enterS2,Short2,1.5
SB,2017-04-27,17.95,,exitStopS2,exitS2,,1.9
SB,2017-04-28,18.65,,Short2,enterS2,Short2,1.5
SB,2017-04-28,18.65,,Long3,enterL3,Long3,2.2
SB,2017-05-01,18.7,,exitL3,exitL3,,2.1
SB,2017-05-10,18.36,,Long3,enterL3,Long3,2.2
SB,2017-05-11,18.15,,exitL3,exitL3,,2.1
SB,2017-05-17,18.82,,exitStopS2,exitS2,,1.9
SB,2017-06-05,16.41,,Short2,enterS2,Short2,1.5
SB,2017-06-08,16.86,,exitStopS2,exitS2,,1.9
SB,2017-06-19,15.96,,Short2,enterS2,Short2,1.5
SB,2017-06-20,16.11,,exitStopS2,exitS2,,1.9
SB,2017-06-23,15.46,,Short2,enterS2,Short2,1.5
SB,2017-06-29,15.79,,exitStopS2,exitS2,,1.9
SB,2017-06-29,15.79,,Long3,enterL3,Long3,2.2
SB,2017-06-30,16.1,,exitL3,exitL3,,2.4
SB,2017-07-12,15.78,,Short2,enterS2,Short2,1.5
SB,2017-07-13,16.43,,exitStopS2,exitS2,,1.9
SB,2017-07-14,16.59,,Short2,enterS2,Short2,1.5
SB,2017-07-19,16.79,,exitStopS2,exitS2,,1.9
SB,2017-07-26,16.52,,Short2,enterS2,Short2,1.5
SB,2017-07-27,16.72,,exitStopS2,exitS2,,1.9
SB,2017-08-14,15.79,,Short2,enterS2,Short2,1.5
SB,2017-08-23,15.96,,exitStopS2,exitS2,,1.9
SB,2017-09-05,16.32,,Short2,enterS2,Short2,1.5
SB,2017-09-06,16.58,,exitStopS2,exitS2,,1.9
SB,2017-09-28,15.77,,Short2,enterS2,Short2,1.5
SB,2017-09-29,15.92,,exitStopS2,exitS2,,1.9
SB,2017-10-02,16.13,,Short2,enterS2,Short2,1.5
SB,2017-10-27,16.45,,exitStopS2,exitS2,,1.9
SB,2017-11-28,16.86,,Short3,enterS3,Short3,2.3
SB,2017-11-29,16.89,,exitStopS3,exitS3,,2.7
SB,2017-12-19,16.23,,Short2,enterS2,Short2,1.5
SB,2017-12-19,16.23,,Long3,enterL3,Long3,2.2
SB,2017-12-20,16.39,,exitStopS2,exitS2,,1.9
SB,2017-12-21,16.59,,exitL3,exitL3,,2.4
SB,2018-01-09,16.55,,Long2,enterL2,Long2,1.4
SB,2018-01-11,16.0,,exitStopL2,exitL2,,1.7
SB,2018-01-19,15.07,,Short2,enterS2,Short2,1.5
SB,2018-01-29,15.49,,exitStopS2,exitS2,,1.9
SB,2018-02-01,15.19,,Short2,enterS2,Short2,1.5
SB,2018-02-02,15.45,,exitStopS2,exitS2,,1.9
SB,2018-02-05,15.72,,Short2,enterS2,Short2,1.5
SB,2018-02-05,15.72,,Long3,enterL3,Long3,2.2
SB,2018-02-06,15.66,,exitL3,exitL3,,2.1
SB,2018-02-07,15.82,,exitStopS2,exitS2,,1.9
SB,2018-02-09,15.49,,Short2,enterS2,Short2,1.5
SB,2018-03-01,15.65,,exitStopS2,exitS2,,1.9
SB,2018-03-05,15.5,,Short2,enterS2,Short2,1.5
SB,2018-03-19,14.83,,Long3,enterL3,Long3,2.2
SB,2018-03-20,14.5,,exitStopS2,exitS2,,1.9
SB,2018-03-21,14.61,,Short2,enterS2,Short2,1.5
SB,2018-03-21,14.61,,exitL3,exitL3,,2.1
SB,2018-04-17,13.7,,exitStopS2,exitS2,,1.9
SB,2018-04-18,13.79,,Short2,enterS2,Short2,1.5
SB,2018-04-19,13.83,,exitStopS2,exitS2,,1.9
SB,2018-04-26,13.26,,Short2,enterS2,Short2,1.5
SB,2018-04-27,13.4,,exitStopS2,exitS2,,1.9
SB,2018-05-08,13.44,,Short2,enterS2,Short2,1.5
SB,2018-05-16,13.49,,exitStopS2,exitS2,,1.9
SB,2018-06-05,13.9,,Short2,enterS2,Short2,1.5
SB,2018-06-08,14.13,,exitStopS2,exitS2,,1.9
SB,2018-06-21,13.8,,Short2,enterS2,Short2,1.5
SB,2018-06-22,14.0,,exitStopS2,exitS2,,1.9
SB,2018-06-28,13.84,,Short2,enterS2,Short2,1.5
SB,2018-07-11,12.88,,exitStopS2,exitS2,,1.9
SB,2018-07-16,12.73,,Short2,enterS2,Short2,1.5
SB,2018-08-03,12.44,,exitStopS2,exitS2,,1.9
SB,2018-08-14,11.93,,Short2,enterS2,Short2,1.5
SB,2018-08-27,12.1,,exitStopS2,exitS2,,1.9
SB,2018-09-19,12.57,,Short2,enterS2,Short2,1.5
SB,2018-09-28,12.13,,Long3,enterL3,Long3,2.2
SB,2018-10-01,12.54,,exitStopS2,exitS2,,1.9
SB,2018-10-01,12.54,,exitL3,exitL3,,2.4
SB,2018-10-29,14.43,,Short3,enterS3,Short3,2.3
SB,2018-11-07,13.94,,exitS3,exitS3,,2.6
SB,2018-11-14,13.58,,Short2,enterS2,Short2,1.5
SB,2018-11-19,13.73,,exitStopS2,exitS2,,1.9
SB,2018-11-21,13.61,,Short2,enterS2,Short2,1.5
SB,2018-11-28,13.77,,exitStopS2,exitS2,,1.9
SB,2018-12-19,13.4,,Short2,enterS2,Short2,1.5
SB,2019-01-07,13.58,,exitStopS2,exitS2,,1.9
SB,2019-01-17,13.78,,Short3,enterS3,Short3,2.3
SB,2019-01-18,13.96,,exitStopS3,exitS3,,2.7
SB,2019-02-25,14.11,,Short3,enterS3,Short3,2.3
SB,2019-03-05,13.55,,Short2,enterS2,Short2,1.5
SB,2019-03-05,13.55,,exitS3,exitS3,,2.6
SB,2019-03-18,13.95,,exitStopS2,exitS2,,1.9
SB,2019-03-22,13.68,,Short2,enterS2,Short2,1.5
SB,2019-04-04,13.82,,exitStopS2,exitS2,,1.9
SB,2019-05-07,12.94,,Short2,enterS2,Short2,1.5
SB,2019-05-21,12.8,,exitStopS2,exitS2,,1.9
SB,2019-05-21,12.8,,Long3,enterL3,Long3,2.2
SB,2019-05-29,12.86,,Short2,enterS2,Short2,1.5
SB,2019-05-29,12.86,,exitL3,exitL3,,2.1
SB,2019-05-31,13.09,,exitStopS2,exitS2,,1.9
SB,2019-06-24,13.17,,Short2,enterS2,Short2,1.5
SB,2019-06-27,13.48,,exitStopS2,exitS2,,1.9
SB,2019-07-08,13.15,,Short2,enterS2,Short2,1.5
SB,2019-07-18,12.25,,exitStopS2,exitS2,,1.9
SB,2019-07-23,12.68,,Short2,enterS2,Short2,1.5
SB,2019-07-23,12.68,,Long3,enterL3,Long3,2.2
SB,2019-07-24,12.76,,exitStopS2,exitS2,,1.9
SB,2019-07-31,12.91,,exitL3,exitL3,,2.4
SB,2019-08-08,12.13,,Short2,enterS2,Short2,1.5
SB,2019-08-09,12.56,,exitStopS2,exitS2,,1.9
SB,2019-08-09,12.56,,Long3,enterL3,Long3,2.2
SB,2019-08-13,12.42,,Short2,enterS2,Short2,1.5
SB,2019-08-13,12.42,,exitL3,exitL3,,2.1
